"AveExpr"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"UBE2V2"	1.33333379120631	-3.09499840848592	1.22299685790102e-19	-1.58474113644884	6.88127104977841e-08	-4.67973954493476
"ENY2"	1.33293284309548	-2.33752117173785	2.98640111273771e-13	-1.60360035597679	6.68468984349976e-08	-3.94112152771464
"DIABLO"	1.33216996767916	-3.18464635822259	1.16537674145482e-12	-1.6169801001479	6.22146062959166e-05	-4.80162645837049
"POLR2A"	1.3309966807279	1.71066004995334	3.30026553461809e-05	1.20563728779157	0.00334940296644392	2.91629733774491
"ADK"	1.32883756838314	-2.2449150845444	1.25107649613067e-22	-2.0848299214064	2.35750732225229e-20	-4.3297450059508
"AATF"	1.3267952849639	-1.14515347497625	3.29807061790873e-08	-2.20220911439404	7.22262587457455e-19	-3.34736258937029
"RANBP6"	1.32549348496982	-2.2792423836891	1.04440982084451e-14	-1.34535902886011	4.48816316911989e-07	-3.62460141254921
"AABR07015743.1"	1.32471253104587	-4.76479685907093	6.35086785649581e-23	-1.64791758275612	1.07944568528874e-05	-6.41271444182706
"HMGB2"	1.32471253104587	-4.76479685907093	6.35086785649581e-23	-1.64791758275612	1.07944568528874e-05	-6.41271444182706
"HMGB2L1"	1.32471253104587	-4.76479685907093	6.35086785649581e-23	-1.64791758275612	1.07944568528874e-05	-6.41271444182706
"RGD1559962"	1.32471253104587	-4.76479685907093	6.35086785649581e-23	-1.64791758275612	1.07944568528874e-05	-6.41271444182706
"PPP2R2A"	1.32144196403977	-1.9327306418698	5.14654911368293e-12	-1.14768995633839	2.38775666887853e-05	-3.08042059820819
"NIP7"	1.31922060611149	-1.38317903455619	2.42696824059238e-12	-1.57167816334634	2.74786423303821e-14	-2.95485719790253
"MPZL1"	1.31702399614007	-1.14750726423674	3.20198641401682e-06	-2.15174185294088	1.45081299278152e-14	-3.29924911717762
"WBP2"	1.31264672018366	3.68669517454942	1.89407592222422e-40	1.33922925721433	1.48761372236124e-13	5.02592443176375
"ZRANB1"	1.30825557288452	-1.00375026887108	1.06905465447592e-05	-2.27731612858541	2.30743652179046e-17	-3.28106639745648
"KIF2A"	1.30546616221412	-0.970708707032351	0.000330104527624978	-2.58614666949399	6.55073916641075e-16	-3.55685537652634
"MT1M"	1.30237719937087	3.77200180857507	2.41714133455494e-26	3.26602437472429	4.30756346715824e-22	7.03802618329937
"RGD1560010"	1.29880064320801	-2.02074959491066	3.94834062475987e-16	-1.39861564165211	4.84039953234388e-10	-3.41936523656278
"PLAA"	1.29325386055437	-1.94392248514012	7.48126531031351e-15	-1.84389091587846	7.10870443690988e-14	-3.78781340101859
"ARPP21"	1.29191018002423	-3.12100582760379	5.79478095424038e-20	-1.68537552478654	1.11838342429909e-08	-4.80638135239033
"MPDZ"	1.28986744041973	-1.45271267582171	4.93184955003295e-19	-1.86921098326889	8.53873756252791e-25	-3.32192365909061
"NEK9"	1.28646178442873	2.73280099921334	2.2057923327281e-26	2.0658427373584	1.15797216214186e-19	4.79864373657174
"PTPN11"	1.28495520038331	-1.40414627496524	0.00102850832541886	-2.60676349530448	1.33184092080024e-08	-4.01090977026972
"TMEM138"	1.28180601386288	-1.15133243406095	4.60016939328131e-16	-2.06107696184186	1.25207794223317e-29	-3.21240939590281
"BCAP29"	1.27987876338241	-2.83504518618524	2.46244661903989e-18	-1.53770636635003	6.83231976964907e-08	-4.37275155253527
"GMFB"	1.27288989897771	-1.05565664615196	0.00337976723965724	-2.14236096130112	1.86501124473848e-08	-3.19801760745308
"ANXA3"	1.26653277629373	2.47308490278199	8.76685792911183e-16	5.06847887458389	9.55118065814677e-34	7.54156377736589
"PELO"	1.26542430774612	-2.4898520832503	3.38927899161562e-27	-1.67136780689975	6.02831060691834e-17	-4.16121989015005
"SEPHS2"	1.26471653586603	-2.29674350511638	9.78550739858675e-12	-2.26986688411771	2.75688856055871e-11	-4.56661038923409
"PIK3C2A"	1.26466729159277	-2.31308865096214	6.59680838691835e-05	-4.27832474308474	1.24065718589438e-11	-6.59141339404688
"ERGIC2"	1.26367540631271	-1.9678491308265	3.44687066679338e-08	-2.86104968432945	2.06787859888365e-13	-4.82889881515595
"DUT"	1.26358564635045	-3.89967411647537	3.3256917390609e-26	-1.10324114881626	6.35464332039698e-05	-5.00291526529163
"CERK"	1.26332043276103	-1.6240098671083	1.29405602683498e-11	-1.27606001349294	4.23886414994244e-08	-2.90006988060124
"STX16-NPEPL1"	1.26050800419831	1.35174458820733	1.56375230862505e-05	2.12537229515384	3.08018824888815e-10	3.47711688336117
"F8A"	1.25827336729697	-2.20437921493273	2.89886131371758e-27	-3.22612133703727	4.30396052378967e-38	-5.43050055197
"F8A1"	1.25827336729697	-2.20437921493273	2.89886131371758e-27	-3.22612133703727	4.30396052378967e-38	-5.43050055197
"F8A2"	1.25827336729697	-2.20437921493273	2.89886131371758e-27	-3.22612133703727	4.30396052378967e-38	-5.43050055197
"F8A3"	1.25827336729697	-2.20437921493273	2.89886131371758e-27	-3.22612133703727	4.30396052378967e-38	-5.43050055197
"UAP1"	1.25340176429407	-1.68474904540054	5.24277881280776e-10	-3.77977936781849	9.19052060835133e-27	-5.46452841321903
"MYO18A"	1.25094038360673	2.4233624230058	4.15158522381691e-18	2.16754368576358	1.50434980819381e-15	4.59090610876938
"SMN1"	1.24412675217609	-1.45373298324316	2.3076110073008e-16	-1.74376563906585	5.66813980642986e-20	-3.19749862230901
"MED15"	1.24334292090205	-1.14919901957065	0.000636568203337126	-2.56119156557891	1.17152963161168e-11	-3.71039058514956
"RNF126"	1.24101651429199	1.69563985348838	1.89330269825387e-11	1.3479236621217	3.30817110218437e-08	3.04356351561008
"SLC1A5"	1.24081370755541	-1.9136357729272	6.88240658135105e-10	-3.14045874792547	1.60661875512628e-18	-5.05409452085267
"SMN2"	1.23968822894281	-1.45373298324316	5.18041628047681e-16	-1.7314209963233	2.0828013408045e-19	-3.18515397956646
"STAT1"	1.23750327628962	-1.73730287612269	2.12969369416807e-06	-4.51103293084879	4.09347447431832e-22	-6.24833580697148
"SCN5A"	1.23717839130633	-1.22865285618312	9.1936337811923e-05	-1.93652856361879	5.51440562455583e-09	-3.16518141980192
"NCK1"	1.23690882105931	-4.76266449789867	7.24387909414375e-31	-2.03988651718767	7.60406187479998e-11	-6.80255101508634
"COG6"	1.23293461802094	1.64052006208641	5.6450757981098e-09	1.38600172735349	5.75959406040334e-07	3.0265217894399
"MEST"	1.22810077528896	-1.71283631912726	1.97838034767977e-07	-3.63888837215156	4.72362974379101e-20	-5.35172469127882
"VARS"	1.21913313833415	1.66624237496878	6.24949165582692e-12	1.48346230531966	6.25128202401973e-10	3.14970468028844
"IBTK"	1.21627008916759	-1.38582767083133	1.97615512165587e-11	-2.86884285244654	5.56852888409718e-27	-4.25467052327786
"F13A1"	1.21608343915887	-1.42625911517962	0.000609799512999955	-6.80551523045263	3.40731502723443e-28	-8.23177434563225
"OPTN"	1.21582738304462	-1.6179181653503	6.14250840945948e-15	-2.71703438625982	2.28596745758063e-26	-4.33495255161012
"DPH3"	1.21503066492933	-1.57114423396126	7.88124640446418e-26	-1.72634723366261	6.40471167000336e-28	-3.29749146762387
"BOD1"	1.21476601944397	2.27483795354495	1.94012432036797e-23	3.13639626284052	1.55432498475674e-31	5.41123421638547
"MYG1"	1.21290915667413	-2.57775329125078	5.73455583236395e-21	-2.07249196236459	9.72065376934251e-16	-4.65024525361537
"TMEM185A"	1.20987217050828	1.21886299872608	6.06370753993872e-17	1.73920993135413	5.01681612362335e-25	2.9580729300802
"BIRC2"	1.20835422199711	-1.93019333523022	1.57959477634691e-20	-2.25604140861113	2.34721626826012e-24	-4.18623474384135
"NCOA1"	1.20655007647707	-1.63666563680068	8.40443666850206e-17	-2.33181550243708	8.43473028117733e-25	-3.96848113923776
"RWDD2B"	1.20417390272317	-0.831581626020012	3.31921005350352e-05	-3.1834461913199	8.65220463128933e-28	-4.01502781733991
"MBOAT7"	1.20366732062071	-2.2672653745902	2.26789527175683e-17	-1.68443914527527	1.03042042819075e-11	-3.95170451986547
"RBM17"	1.20034456655884	1.59168301188192	6.97672410235331e-11	2.58004887190373	8.14893339535131e-20	4.17173188378564
"HECTD1"	1.19633944116138	3.31820451344075	3.24338407092261e-20	1.80180035009666	3.99543932557971e-09	5.12000486353742
"CNPPD1"	1.19544726377343	1.27553101643075	1.63631741275769e-09	1.78961720835168	1.18791846825802e-14	3.06514822478243
"FIP1L1"	1.1947045447526	-2.03207169383798	1.74499267772738e-10	-2.24338641545252	9.6767441140258e-12	-4.2754581092905
"RPA1"	1.1940701027595	1.65771369526929	1.0728705354984e-18	1.23051326366334	1.72398733560242e-12	2.88822695893263
"CDK14"	1.19290923314799	-2.22043759591292	3.57543965924029e-28	-1.06655729899559	6.74877882692318e-12	-3.2869948949085
"IFFO1"	1.19197235199113	1.84333079630415	5.04893094173975e-14	1.86120536527738	3.35208525085995e-14	3.70453616158153
"SLC48A1"	1.19192860994586	0.943295843909298	3.90586136980193e-07	2.42388342487834	8.65892237830023e-24	3.36717926878764
"CFAP36"	1.18877336579239	1.19607056013413	0.000759418581629695	2.1773265737348	1.15807220295416e-08	3.37339713386893
"RSRP1"	1.18802058499907	0.852781886884922	8.24557039499655e-05	2.35246176421479	9.75997330930781e-19	3.20524365109971
"RSRC2"	1.18552148944955	-2.82553261650619	1.15880668724993e-13	-1.88772139708291	1.22911102111204e-07	-4.7132540135891
"RGD1562114"	1.1846408264828	-2.04107466304757	1.49958751199574e-21	-1.23152430895836	2.13423823153065e-11	-3.27259897200592
"GMPR"	1.18348912933496	-1.46230674156601	6.67776754998082e-05	-1.50900538738487	4.86437875868922e-05	-2.97131212895088
"CISD2"	1.18282990470184	-1.23461736761288	1.24329613873825e-10	-1.89254791112072	5.01096153492737e-18	-3.12716527873361
"PDPN"	1.18013320770042	2.93052212917237	2.1550951219482e-20	2.67623455239524	2.57991296311001e-18	5.6067566815676
"PHLDB2"	1.18005889812295	1.93410872850088	7.07295890111274e-10	2.39138630852099	6.60344210347639e-13	4.32549503702186
"DOCK1"	1.17565424440095	-1.87257543796351	5.09043674703914e-08	-1.43743767917844	1.93609150288591e-05	-3.31001311714195
"CCAR1"	1.17295154918102	-0.88960292654764	4.88675645410442e-06	-2.76532330118573	9.90147984307585e-26	-3.65492622773337
"ARFIP1"	1.17239136265455	2.35791745101361	4.75608968489627e-19	1.93618091659159	9.40897134951483e-15	4.2940983676052
"ISLR"	1.17083633337905	3.91171924137171	1.49259779897687e-22	1.07103194750165	0.000477761068182961	4.98275118887336
"NEWGENE_1308196"	1.17049599842279	1.30969152209746	0.000138731985642593	3.08174067880893	5.99516209157371e-15	4.3914322009064
"ADCY7"	1.16630362675614	2.17083102186889	3.92494062857317e-19	2.23927000252878	2.03184395644394e-19	4.41010102439767
"ENOPH1"	1.16258513138293	-2.55290875684521	1.93317270005715e-23	-1.19102365120833	1.29732367688552e-08	-3.74393240805354
"ST3GAL5"	1.16193474777376	2.29935217042633	4.50126740871892e-36	2.42789423399224	8.72537459274276e-36	4.72724640441856
"WFS1"	1.16122939209682	3.00085689306774	2.57118804711157e-34	1.87777281560439	7.44846972729169e-21	4.87862970867213
"HEBP2"	1.16063887116764	-1.20134418692384	0.000155182592854683	-3.18463247973416	1.08212051302458e-16	-4.385976666658
"SQOR"	1.16040053594949	-2.45187293215441	5.15836504272272e-17	-2.24427382293314	7.15704816883096e-15	-4.69614675508755
"TOMM34"	1.1599829759681	2.66774787309994	3.19893787702361e-24	0.916310315258893	8.03696433144587e-06	3.58405818835883
"SMAP1"	1.15982515870038	-2.23807781417758	2.52972802834709e-12	-2.04057573142721	6.87032165341319e-11	-4.2786535456048
"RETSAT"	1.15558948651322	-2.73082131188079	4.89085262031618e-35	-1.7208679205105	1.35331825626382e-21	-4.45168923239129
"GNA11"	1.15401122776237	2.8162177611637	4.21360295575945e-21	0.892583636525823	0.000218263814801356	3.70880139768953
"ZBTB8OS"	1.15299410251122	-3.15076333207697	6.2054239946655e-18	-2.24748476317733	1.70094750681216e-11	-5.3982480952543
"C1QTNF3-AMACR"	1.15196952342658	1.90497563693004	1.05978428618175e-08	3.1078956730877	1.89837804329478e-16	5.01287131001774
"RECQL"	1.15067616244364	-3.04254289051502	2.4930423389474e-23	-2.42097692677562	1.73081731241932e-17	-5.46351981729064
"SKP2"	1.14815030315077	-0.744222125788315	0.00329686605624704	-2.84077068685103	8.38551301726986e-19	-3.58499281263934
"FBXL3"	1.14309131596488	-1.38396752630309	1.27514724517766e-09	-2.09763242088641	2.13409662193058e-16	-3.4815999471895
"MGST2"	1.143019343268	-3.77531877302879	7.91734634304441e-21	-1.06926844545047	0.00101978586475184	-4.84458721847926
"LRRC41"	1.14162313116433	-1.67702905900856	1.49716737969601e-06	-1.58946969626839	5.64510020328883e-06	-3.26649875527695
"CRLS1"	1.13963758765395	1.50543418253341	6.21384406526643e-14	1.55476597567028	2.86170379676462e-14	3.06020015820369
"MBOAT7L1"	1.13849840899101	-2.2672653745902	4.62823660975599e-15	-1.51744380922416	1.15603030581308e-08	-3.78470918381436
"FAM198B"	1.13685975848094	-1.83050395021222	6.07710161080381e-13	-3.48980803004544	9.11629401318609e-27	-5.32031198025766
"WISP1"	1.13588934225725	0.731209355974394	0.011098256898851	3.43171109512437	1.46653795671723e-20	4.16292045109877
"ISOC2A"	1.1358012822663	-2.01159791272839	3.25021314468224e-12	-2.82473239871436	3.64748228442154e-18	-4.83633031144275
"KNSTRN"	1.13522150622458	-1.85232280195617	5.196163272026e-13	-2.32595231675378	5.09104257645637e-17	-4.17827511870995
"MARCH6"	1.13480986961868	3.75459131805233	3.1467106468746e-23	1.40822457480057	3.03433538379947e-06	5.1628158928529
"CCNC"	1.13431753870835	-2.45368193089897	6.8372217374305e-17	-1.53485173813785	8.60112283876639e-09	-3.98853366903682
"MAP3K7CL"	1.13340376432677	-1.39794007365416	3.52525807481522e-09	-3.88147581808605	2.67824151241285e-28	-5.27941589174021
"CPSF2"	1.13101473591688	-1.39335980802017	2.2040424389713e-13	-1.97675688044608	1.37586422070642e-20	-3.37011668846625
"VPS35L"	1.12963698806259	-1.77422460922694	8.43833182050476e-08	-1.25220908234546	0.000102702960895465	-3.02643369157239
"VSP35L"	1.12963698806259	-1.77422460922694	8.43833182050476e-08	-1.25220908234546	0.000102702960895465	-3.02643369157239
"MEF2D"	1.12695887253344	2.08744417067806	2.78860714169187e-23	1.63651276871586	3.96181725497514e-17	3.72395693939392
"SMIM26"	1.12401027048018	-1.03578267244138	0.000372566890605031	-2.22596934508256	3.7361711302293e-09	-3.26175201752394
"AABR07066792.1"	1.11780796378024	1.35417328444636	2.54399867680132e-15	1.8036149765186	4.0184201789609e-21	3.15778826096497
"CUL7"	1.11780796378024	1.35417328444636	2.54399867680132e-15	1.8036149765186	4.0184201789609e-21	3.15778826096497
"AC008878.3"	1.11768749579354	-2.02847294287309	1.21172386812272e-10	-1.52666773478712	4.78207158684053e-07	-3.55514067766021
"ARHGEF18"	1.11768749579354	-2.02847294287309	1.21172386812272e-10	-1.52666773478712	4.78207158684053e-07	-3.55514067766021
"FUBP1"	1.11480395378171	-2.13231939509625	5.87714258979483e-13	-2.5524575898608	5.30960832081722e-16	-4.68477698495705
"SCMH1"	1.11164457307803	-1.47165945797579	5.23254297067324e-09	-1.44748315422862	1.34107978356015e-08	-2.9191426122044
"TUFM"	1.10825555415803	-1.28035497177931	1.50883927279415e-12	-1.63964793358069	6.65846110083019e-17	-2.92000290535999
"CAMK2D"	1.10661857108561	-2.24186536070681	9.1966886514136e-14	-3.83331558881021	1.58567400915938e-25	-6.07518094951703
"MOSPD1"	1.10654758984949	2.8260153257719	2.30521932822469e-23	1.96019186003436	4.77792861499243e-15	4.78620718580626
"WIPF1"	1.10134315097763	-1.76853604415767	4.58914288794992e-11	-1.25337435107631	2.74117134892006e-06	-3.02191039523398
"U2AF2"	1.10003366644062	3.25422610502646	3.86999755934539e-19	1.62539298328448	2.21407596499998e-07	4.87961908831094
"CIPC"	1.09791717487139	-1.50089458388305	6.66921684056155e-10	-1.39030438704335	1.09127706777007e-08	-2.8911989709264
"ADI1"	1.09419421132696	-1.12735471663227	8.06565108201908e-05	-2.76713955081283	2.89713105335835e-16	-3.8944942674451
"TCTN3"	1.09230412912778	-1.48481793071946	1.3582125338997e-18	-2.80083539222918	1.42917073780524e-34	-4.28565332294863
"ATAD1"	1.09091167859664	2.03588651818717	1.81463604330993e-16	1.12875907555829	3.39018504571291e-07	3.16464559374546
"CCDC92"	1.08857022900753	-0.871137701165317	1.45378187060291e-07	-2.72087621611141	1.86703779111173e-29	-3.59201391727673
"EIF4G3"	1.08798554551594	-1.54038679392033	4.55003552104687e-08	-2.431007097447	9.94699177019997e-15	-3.97139389136733
"EML1"	1.08391828904877	-1.58475977067305	1.61226766070558e-22	-1.3627812070082	4.68253064232447e-19	-2.94754097768125
"CHD4"	1.08376230499046	1.72202511823579	4.05806452561028e-10	1.26612931451788	2.13353515452325e-06	2.98815443275367
"NGLY1"	1.0809519722388	-2.19908885674894	1.62233039642614e-10	-1.19802667471748	0.000190410273191994	-3.39711553146642
"GPX7"	1.08065225554346	-4.58056208699799	1.09900078856599e-39	-3.93516611830611	2.61834264384692e-34	-8.51572820530409
"PLAU"	1.07836029807207	-1.73266488703062	3.81132104692249e-08	-3.7111120612149	1.52887342898913e-21	-5.44377694824552
"AGGF1"	1.07705995297199	1.72014094550243	6.06139266943844e-11	1.44539487004937	1.82823934462967e-08	3.16553581555181
"HDHD2"	1.07035743443699	-1.06339231550029	1.17475395034736e-08	-2.41475733235005	4.09959317076717e-24	-3.47814964785034
"ABHD14A-ACY1"	1.06931806112782	-2.08669706823071	1.39619980873179e-20	-0.999948476517869	1.33894471178709e-07	-3.08664554474857
"ACY1"	1.06931806112782	-2.08669706823071	1.39619980873179e-20	-0.999948476517869	1.33894471178709e-07	-3.08664554474857
"ANAPC15"	1.06553199716321	-1.98766491145902	1.18138157923161e-16	-3.2331065682558	3.09217943663168e-28	-5.22077147971482
"VPS72"	1.06540211174602	0.837737615376119	1.56859565750334e-06	2.77198541752729	5.59676696814792e-29	3.60972303290341
"TPMT"	1.06492853297112	-2.70011990326202	5.48070155094561e-36	-0.806771385833598	1.59055477385011e-08	-3.50689128909562
"MKLN1"	1.05779475414853	-2.6341309777913	1.10912024083531e-19	-1.37902514460267	3.6648483457582e-08	-4.01315612239398
"SLC35A5"	1.05518194834054	-1.49278245013569	4.53638673365353e-17	-2.33160533306447	1.77134558120217e-27	-3.82438778320015
"CALHM2"	1.04849753878543	-4.24903667723465	2.05872056913429e-33	-3.82606339258595	5.58421892849915e-30	-8.0751000698206
"PRUNE1"	1.04315673785934	2.06488497325561	2.09451192497458e-19	1.8119727890526	3.62775741018099e-16	3.87685776230821
"RC3H2"	1.04187011218161	-2.77719314178773	7.85953725819976e-09	-3.54902842321053	3.93914139668686e-12	-6.32622156499826
"FAF1"	1.04150311500739	1.63334329917389	7.16171641968758e-16	1.2296678478225	6.14045767823062e-11	2.86301114699639
"DIP2C"	1.04083947848854	3.12301523314503	1.84878686533375e-28	0.96559404722674	1.41936823805561e-06	4.08860928037177
"PIAS3"	1.03615252247911	-1.94286212873238	8.38804739959656e-17	-1.94326365842072	8.3526955974462e-17	-3.8861257871531
"ZFP146"	1.03605315870172	-1.8415243620666	1.15573330813112e-08	-3.10550607703903	4.45742685818876e-17	-4.94703043910563
"ZNF146"	1.03605315870172	-1.8415243620666	1.15573330813112e-08	-3.10550607703903	4.45742685818876e-17	-4.94703043910563
"SETX"	1.03435384004433	-1.65119896251448	8.40800428864991e-07	-1.579887024491	2.76374774793549e-06	-3.23108598700547
"RERE"	1.03309298940878	1.91896684427189	7.03856940848175e-13	1.46048456238742	1.25986717974412e-08	3.3794514066593
"PSMD9"	1.03059940663535	-1.96529550455866	1.77800564296907e-12	-1.26101621939914	9.64947742416692e-07	-3.2263117239578
