"AveExpr"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"TCEA3"	0.34468307663863	-1.41307045178707	6.88592979657241e-11	-1.62093597006585	8.02029342439884e-13	-3.03400642185292
"WDR7"	0.338244703085338	1.95721989645191	1.58515544910941e-10	2.37333300305075	2.29622732394222e-13	4.33055289950266
"STEAP3"	0.337589090316125	-1.40156397609262	8.76123277991145e-18	-1.42856805401658	3.59692425030862e-18	-2.8301320301092
"SMC2"	0.334515066336889	-2.50077440036874	2.54364321800063e-18	-1.15185354056792	1.80553669795304e-06	-3.65262794093665
"ISG20L2"	0.330589624690153	2.9583559370874	2.07664788036844e-32	0.962269930582409	5.42012668745228e-09	3.92062586766981
"CHST2"	0.330260714504054	-2.72010742217303	2.30521932822469e-23	-0.786999290295757	0.000220159173776848	-3.50710671246879
"GBP2"	0.330219518071755	-2.74470601616054	6.79461813319239e-27	-2.13491479196206	5.60478686748381e-20	-4.8796208081226
"PEG3"	0.322388687699108	2.05958084500157	1.61594484331059e-14	4.62870187900802	9.74164616469904e-35	6.68828272400959
"THBS3"	0.322210150700041	-1.61225179428307	1.58486132845866e-16	-1.39643618570617	2.02409745904696e-13	-3.00868797998924
"EIF2AK4"	0.321191881255401	-1.38051024900327	9.39505542576414e-08	-2.83763634676054	9.90048370478844e-20	-4.21814659576381
"UBE2L6"	0.318684820517868	-0.963757063584585	1.92440649882611e-08	-2.6770619560623	3.91899575738844e-29	-3.64081901964688
"ALG13"	0.31477365558001	-2.39588095777749	1.77941853255049e-13	-1.46537011769096	9.30858865044257e-07	-3.86125107546845
"ADAM33"	0.314283673494684	-3.75140541395045	9.8043505131574e-37	-0.949995475363708	7.23041244305436e-08	-4.70140088931415
"FAHD1"	0.314163409324498	-1.62518904557564	1.50004203073078e-13	-1.62341189944146	3.19057945407801e-13	-3.2486009450171
"TMEM8"	0.311542822903079	-0.920231413986528	8.72311369082869e-06	-2.48305047672592	6.49997699255475e-21	-3.40328189071245
"TMEM8A"	0.311542822903079	-0.920231413986528	8.72311369082869e-06	-2.48305047672592	6.49997699255475e-21	-3.40328189071245
"HACE1"	0.306369670167553	-1.96853285321551	2.42101419494469e-13	-1.73510292356223	4.2332820997236e-11	-3.70363577677774
"SNCG"	0.305471043395067	-4.77645422318674	5.72990332788726e-56	-1.2038479841091	1.62282136020933e-16	-5.98030220729585
"HERC2"	0.298057539573557	-2.09211836657703	2.79089663732184e-19	-1.37846820012484	5.37379929382999e-11	-3.47058656670187
"FBXL12"	0.29789459646037	-1.53744320807371	7.37972197716981e-10	-1.87243371311089	1.25996611833847e-12	-3.4098769211846
"COL8A2"	0.2977352912033	-3.96721976270264	8.43370905345501e-25	-0.835077952702965	0.00232456888972292	-4.80229771540561
"AHRR"	0.295294831895317	-5.15887651142639	5.2425707989667e-44	-3.58392799177849	3.77132926457857e-31	-8.74280450320488
"MEGF8"	0.29513891144257	1.74731525529757	6.54056704528659e-16	2.08235665060762	2.78128833238635e-19	3.82967190590519
"GM20683"	0.293933274885471	-1.27798213231768	1.22497815656364e-14	-1.6595174196508	1.04068585314901e-19	-2.93749955196848
"POLR1E"	0.290559463866322	-0.996495640079806	6.80174694075183e-07	-2.08098246781547	3.22160487051415e-18	-3.07747810789528
"ALDH3B1"	0.283935820255835	2.46808797393585	2.82942717732394e-19	1.09438622433305	1.7628071261704e-06	3.56247419826889
"CASQ1"	0.283458155977853	2.15295544442998	1.66946249534289e-17	4.94898944854985	6.28095838430465e-40	7.10194489297983
"CORO6"	0.283125633313026	2.74591639101587	5.66008930549713e-22	0.75331579379994	0.000448536596936855	3.49923218481581
"PTCD2"	0.278627996377934	1.65335629286079	1.94900338747155e-19	1.90018411099148	2.40705934792711e-22	3.55354040385226
"MAPK12"	0.277558175413065	5.128790264084	1.19950880545003e-19	2.01362291591908	3.6657127433126e-17	7.14241318000308
"ERAP1"	0.271960087640111	-1.17890003429409	1.84000702599352e-06	-1.9233829508723	1.8083580975787e-12	-3.10228298516639
"PCDH19"	0.271831983168367	0.816282830985734	0.000889807551293532	2.69817125571092	1.94912588845261e-18	3.51445408669665
"PKIA"	0.270543347152621	4.03475485029707	1.09294542688867e-20	1.40128284560312	4.86744584823705e-05	5.43603769590019
"CDKN1C"	0.267043098354628	-1.28884902626651	3.63036505803925e-07	-1.87287213442765	7.94461498386701e-12	-3.16172116069416
"TWIST1"	0.266980204414877	-3.07641848005105	6.48785061702015e-24	-3.87219277433191	1.09294460659647e-29	-6.94861125438296
"ZW10"	0.266342586374115	-3.54535381498933	7.93558875332799e-28	-2.01909138217612	3.78633799290971e-14	-5.56444519716545
"PPT2"	0.259823781320797	2.43266958000411	2.10179945230872e-30	1.93945412316836	1.20075783148859e-23	4.37212370317247
"TEF"	0.25944419778422	0.960124590905751	0.000244117190560751	2.56205139028558	2.10279127343926e-16	3.52217598119133
"FAM162A"	0.259377964587464	4.16681272149266	6.18365707723967e-28	2.58250677026045	7.48214907889258e-16	6.74931949175312
"KCNQ5"	0.258902629538248	-5.28742488211249	2.63473199010029e-25	-1.96787213370535	3.29949680419018e-07	-7.25529701581784
"PTPN13"	0.25547394163571	-1.23896928517356	1.59989407172917e-09	-2.03883159359207	5.45704045345382e-18	-3.27780087876563
"NOP9"	0.246053014004844	1.19776933504618	9.2720234011022e-14	1.86502473690871	7.80606467152457e-23	3.06279407195489
"AMOTL1"	0.245645961238765	4.07279921696953	2.3045299418018e-48	1.2412748306557	6.39135636865658e-16	5.31407404762523
"EIPR1"	0.243795370381361	-1.66353589741207	7.97433981424844e-24	-1.51149122859807	5.95119961893888e-21	-3.17502712601014
"ITPK1"	0.237783720260956	2.42380812475553	4.00248829725544e-17	1.41675162268889	4.12161706733629e-08	3.84055974744442
"GM49366"	0.233921245686858	-3.09542216208378	1.18201120362223e-36	-3.93573678331087	3.00589909310237e-43	-7.03115894539465
"EPN1"	0.233037650181138	1.97749182169151	1.20738695365108e-10	3.36276158845112	1.4264827166788e-20	5.34025341014262
"CD55"	0.23263354430499	-3.27466542524607	6.18182997661381e-16	-3.35447556055267	4.6251976924597e-16	-6.62914098579874
"GSTM7"	0.232584232492918	-1.87377012877113	5.49910703493893e-22	-3.53141154642645	4.2901940787967e-37	-5.40518167519758
"AC084822.2"	0.232376676333117	4.5909650569635	9.38592014704968e-46	3.61540311903501	2.48242393750024e-38	8.20636817599851
"ANKRD2"	0.230071626029987	3.38700995427189	2.52005265602797e-23	2.21788561473099	1.23229200562938e-13	5.60489556900288
"ATP2B4"	0.228780457594609	-1.147776727269	0.00353586498497195	-3.28420919187277	3.40997778009951e-13	-4.43198591914176
"PMS2"	0.225792374866127	-2.25035649394264	2.89886131371758e-27	-2.26818318010859	5.03950851030116e-27	-4.51853967405123
"KLHDC8B"	0.22269758260608	-1.97465895249611	1.8055690020427e-16	-1.22848078570038	6.94998462450657e-09	-3.20313973819649
"VEZT"	0.21861711620445	-0.931188696884523	4.97483047637912e-09	-2.16916166961966	4.537143518541e-25	-3.10035036650418
"NIPSNAP1"	0.216218824598678	-2.2064249881358	1.79301646318914e-36	-1.97537636601101	1.74237945786768e-32	-4.18180135414681
"GLA"	0.215506572546383	-1.57738075545691	9.15294822038851e-09	-1.79059717661139	1.7751113794223e-10	-3.3679779320683
"MGMT"	0.212260400484156	-2.09672718869633	8.44679879471931e-18	-1.46984293214879	6.14475662374362e-11	-3.56657012084512
"NASP"	0.210811285055973	-3.63624938568461	4.93707184171265e-34	-1.2285198807533	2.96088101271465e-09	-4.86476926643791
"TSPAN15"	0.207666499057538	2.8886161142783	1.37432044413606e-19	3.34999348630768	1.02911547836355e-22	6.23860960058598
"PNPT1"	0.207449055500388	-1.39015009763372	3.33562743160005e-06	-1.58655635579247	2.58555967009754e-07	-2.97670645342619
"AABR07026271.1"	0.199028848982061	-1.07054017272383	0.000301926272264852	-2.77794517469653	1.61600904149147e-15	-3.84848534742035
"AABR07035357.1"	0.199028848982061	-1.07054017272383	0.000301926272264852	-2.77794517469653	1.61600904149147e-15	-3.84848534742035
"USP12"	0.199028848982061	-1.07054017272383	0.000301926272264852	-2.77794517469653	1.61600904149147e-15	-3.84848534742035
"RXRB"	0.195376971082788	3.44750123642548	5.20301497821681e-22	2.26817103157721	8.30686637593743e-13	5.71567226800268
"RNF40"	0.195014894219353	2.43854172606264	6.46612768760214e-29	1.57902674036779	6.04800879148879e-18	4.01756846643044
"KAZALD1"	0.193415512857657	-2.95709949765519	9.70330302437523e-28	-1.71706448486178	1.88859462251136e-14	-4.67416398251697
"DNAJB12"	0.191154412509499	1.93328781938804	2.42927573058213e-12	1.33596343336549	2.69460157728627e-07	3.26925125275353
"SIRT3"	0.190849236607847	-1.40248492997731	1.69159044205906e-18	-1.49356010214577	1.65321634412363e-19	-2.89604503212308
"ALDH1A1"	0.185071824633208	-2.09072949984293	1.23800601651894e-08	-6.58209543962229	2.77201772653541e-33	-8.67282493946522
"RGL1"	0.181005341220952	-1.30427768134603	3.049097549801e-07	-2.26997427782797	3.71770192301107e-15	-3.574251959174
"RENBP"	0.180883000010953	0.920465349022926	2.16359567447037e-06	3.73736723729676	1.32877226033346e-34	4.65783258631969
"MTHFS"	0.177630536620203	-1.7656679777874	1.5052054249097e-18	-1.35551723613647	3.78394115830732e-13	-3.12118521392387
"ACER3"	0.175646519395535	-2.42787874338656	7.57357972110602e-23	-1.8212856259109	1.62286316913841e-16	-4.24916436929746
"AABR07029661.1"	0.167266768915627	-1.18237341924011	7.93944501459776e-05	-2.13743210228772	9.68544859626499e-11	-3.31980552152783
"FAXDC2"	0.167266768915627	-1.18237341924011	7.93944501459776e-05	-2.13743210228772	9.68544859626499e-11	-3.31980552152783
"GM12248"	0.167266768915627	-1.18237341924011	7.93944501459776e-05	-2.13743210228772	9.68544859626499e-11	-3.31980552152783
"DNAJC1"	0.165448391431921	-0.997429346379969	6.43319468115938e-06	-2.36361034341906	6.93793843533097e-19	-3.36103968979903
"TAMM41"	0.164060540238277	-1.87820303321896	6.66087362417569e-28	-1.34244850371143	3.72694691478068e-18	-3.22065153693039
"TRIM12C"	0.158180561615012	-4.82495953628084	5.25146330026914e-47	-1.71909640245351	5.77876542926766e-19	-6.54405593873435
"TIMM9"	0.147538344891792	-2.29729241530024	3.22216627701977e-24	-1.20375488704729	1.43787719809984e-10	-3.50104730234753
"CNKSR3"	0.143935639779909	1.84847346706757	4.41326099156235e-17	3.83106726157297	3.09128478539455e-35	5.67954072864054
"RGD1311345"	0.142816836599617	-2.07112389751054	8.48720797011789e-29	-2.36918974856244	3.819677653448e-32	-4.44031364607297
"NPR3"	0.140419013929865	-1.59156569992926	1.90621240535195e-05	-2.16523127952677	3.04034905425194e-08	-3.75679697945603
"HIBCH"	0.138724391736907	-2.43436717586927	2.8127307597637e-11	-1.09759375537704	0.00122367579582192	-3.53196093124631
"SETD1A"	0.135916992951023	-2.08615256329054	1.18682786835668e-15	-1.64726338946063	3.48035464511376e-11	-3.73341595275118
"TRIB2"	0.135095406584444	-1.41600338760325	3.22136906818357e-11	-1.66052329286856	1.34493376812567e-13	-3.07652668047181
"FAM213B"	0.130675475059612	-1.40235123326706	7.81364586698532e-08	-1.48848709574184	2.29214512414216e-08	-2.8908383290089
"PRXL2B"	0.130675475059612	-1.40235123326706	7.81364586698532e-08	-1.48848709574184	2.29214512414216e-08	-2.8908383290089
"GPT2"	0.125198384700581	2.89108141989224	5.95925498156113e-25	2.692204510539	8.36922235101349e-23	5.58328593043124
"SLC25A22"	0.123670625211941	-2.97576690142581	3.51851924760749e-34	-1.38198361655498	5.06180922659524e-15	-4.35775051798079
"PLPP6"	0.122113608348522	-2.23469555521683	1.09333146482089e-15	-1.02376570324087	2.4601934907746e-05	-3.2584612584577
"AC017083.3"	0.121374345037089	1.06114625232341	0.00256362049165197	2.52867358230739	8.39593490040128e-11	3.5898198346308
"NRP2"	0.119597997528701	2.88393075488982	9.07835706004187e-17	2.62396208547276	1.15384997461513e-14	5.50789284036258
"PCOLCE2"	0.114655883770442	1.10244921544989	5.59915652094168e-07	2.18667332567592	4.37622868033253e-17	3.28912254112581
"BEND6"	0.114394114698816	-2.94878734971811	4.53104490984162e-16	-0.697541011570715	0.0229093347964895	-3.64632836128882
"RBPMS2"	0.111209349776335	1.13471415768013	3.42133094756558e-09	2.01247841375493	4.84466679281424e-19	3.14719257143506
"PEX16"	0.110984651087713	-1.91174616979922	5.40652418181479e-34	-1.16041201884771	1.75670869272537e-20	-3.07215818864694
"STBD1"	0.110002125168205	3.14910459033272	1.55573630287768e-19	3.53417652685068	1.01154674251016e-20	6.68328111718339
"PRRC2B"	0.105954533755557	3.22474947146132	7.67748955442375e-25	1.94463475587514	1.43773913331516e-13	5.16938422733646
"CLIP2"	0.104634147868276	-2.48733973193373	6.574879982653e-23	-1.19934843236921	9.23379649747878e-09	-3.68668816430294
"PAWR"	0.0995938550898962	-3.07151310757023	2.34728980936318e-22	-4.06822891816344	2.0973223690998e-29	-7.13974202573367
"ACOT3"	0.0977259738211342	-3.03898758763733	6.79854847115958e-41	-3.87930220886441	5.17116362825261e-48	-6.91828979650174
"BC024978"	0.0964940841292931	-1.40782923425661	1.40714801400249e-09	-2.56876470540876	3.50704745985146e-20	-3.97659393966537
"RGD1560854"	0.0964940841292931	-1.40782923425661	1.40714801400249e-09	-2.56876470540876	3.50704745985146e-20	-3.97659393966537
"TRAF2"	0.0961200651191424	1.62813580229366	1.59292585818388e-27	2.21416266998665	4.64035358458141e-36	3.84229847228032
"KREMEN1"	0.0934304519198785	1.7333692207471	2.62092068361734e-11	1.88338998545369	2.05527859838879e-12	3.61675920620079
"ZBTB11"	0.0920832942303319	2.01623806270154	5.51059121988369e-27	1.08304271722343	5.30395348165165e-13	3.09928077992497
"RAB30"	0.0904684977956059	-2.40897281379085	1.82365488750368e-16	-2.46412621175781	1.22631394714708e-16	-4.87309902554865
"TSPAN33"	0.0903388289994504	-2.1223021704072	6.56876697115337e-14	-1.07735005233973	1.91095475720876e-05	-3.19965222274693
"TMF1"	0.0893645399409307	2.94359546803493	1.75041028415895e-17	1.02866539702506	0.000363922690654284	3.97226086506
"RGD1565033"	0.07908391832417	-3.45303112269268	9.00126402455735e-18	-2.30347339774771	1.15491162565969e-10	-5.75650452044038
"DCP1B"	0.0770327077832024	-1.35180138296735	1.13520182092028e-12	-2.80467223314227	1.38199985509511e-28	-4.15647361610962
"GPM6B"	0.0762434797318498	-1.94375250771424	2.62791206467037e-07	-2.00039017666347	1.95543183410517e-07	-3.94414268437772
"RGD1563072"	0.0707890091494758	-1.72875147346978	1.91704833149049e-08	-1.69928271225103	2.91879786557838e-08	-3.42803418572081
"COX19"	0.0660034334163971	2.00025802409667	1.50481026625021e-12	3.29568550214396	1.19493644304387e-22	5.29594352624062
"TERF1"	0.0652009756866223	-1.41620418577244	1.16586042389825e-09	-2.88708366840199	2.45054535582038e-23	-4.30328785417443
"TNFAIP6"	0.064616031349721	-3.54344412298306	2.98775505798085e-26	-5.49883978347832	9.27353284837869e-39	-9.04228390646138
"NUBPL"	0.0573426125838836	1.16401645545059	2.26808996902583e-08	2.40576000134279	8.09037683456004e-21	3.56977645679337
"FAM149B"	0.056974557977493	-1.54257259857231	7.58510637496508e-08	-1.35860860528064	2.12726041439293e-06	-2.90118120385296
"FAM149B1"	0.056974557977493	-1.54257259857231	7.58510637496508e-08	-1.35860860528064	2.12726041439293e-06	-2.90118120385296
"ZFX"	0.0564711295564564	-1.24509163428413	3.41366711919132e-10	-1.8796804218242	3.50317911019751e-17	-3.12477205610833
"AMDHD2"	0.056380591792115	2.42099336884469	2.30990722391278e-17	2.48435010522151	1.32800391655246e-17	4.9053434740662
"RGD1562218"	0.0512680583214006	1.42556501864775	0.00010367108431371	2.51362825572729	3.27194009350734e-10	3.93919327437504
"TCEA2"	0.0508946786907239	-1.07270584724118	2.3551694581091e-09	-1.91600998943814	1.50014426125859e-19	-2.98871583667932
"ATG4D"	0.0491131579839442	-1.17181575962041	1.96846920329687e-08	-1.95503436647394	1.74810689653973e-16	-3.12685012609435
"CRYL1"	0.048335860776814	-2.44643222503861	2.0717441289154e-21	-0.933902309153163	8.8461009800011e-06	-3.38033453419178
"MEIS1"	0.047620420590262	-2.81982025908727	5.31432032718593e-16	-0.777480557397729	0.0121012722085014	-3.597300816485
"TRIM12A"	0.0392355708877325	-4.70977448166401	2.18617552583823e-47	-1.60391134783668	1.68171532003298e-17	-6.3136858295007
"GM45837"	0.0386346663733796	2.18111886907037	2.3803108450259e-17	1.53374539832254	3.90905275463033e-11	3.7148642673929
"PDE2A"	0.0386346663733796	2.18111886907037	2.3803108450259e-17	1.53374539832254	3.90905275463033e-11	3.7148642673929
"ZNF280D"	0.0342646575320028	3.06035261604877	4.83662341361112e-12	1.48082865370908	0.000467104886766752	4.54118126975784
"WASF2"	0.0317666231721402	5.53943510397782	2.50184217111094e-35	0.702132147449037	0.0065165558615534	6.24156725142686
"ZFP280D"	0.0273169989010258	3.06035261604877	9.66715549585776e-13	1.5514434895934	8.31594237369649e-05	4.61179610564217
"GCHFR"	0.0227112272780374	1.28812471823016	2.14029718903502e-09	3.09082515085239	1.4217623053432e-26	4.37894986908255
"AABR07030520.1"	0.0224874175084908	-3.36836903213481	2.98373623089481e-26	-4.29433660691671	4.41615636562021e-32	-7.66270563905151
"LRRK1"	0.0206132071552756	1.05770378010262	3.19516202927576e-08	1.91280400195313	1.39113395696564e-17	2.97050778205575
"TTC7"	0.0194839228792721	-2.28215965029723	9.08126102680324e-28	-0.903010838720157	2.63627424471721e-09	-3.18517048901739
"TTC7A"	0.0194839228792721	-2.28215965029723	9.08126102680324e-28	-0.903010838720157	2.63627424471721e-09	-3.18517048901739
"BICDL2"	0.0194702483875752	-4.60402591581141	8.35852486911518e-42	-0.694759640433392	0.000134158666844569	-5.2987855562448
"CLEC2D"	0.014062984090407	-1.78147527621613	9.7292848888281e-07	-3.49697367576663	2.27787674526014e-16	-5.27844895198277
"CHM"	0.0101906841110636	2.10731150467914	5.53379682610595e-20	1.53107788449696	2.5985361599845e-13	3.63838938917609
"SORCS2"	0.00816288382013658	2.38559516456777	1.9758729967892e-25	2.39916945799189	3.43058959251374e-25	4.78476462255966
"DNAJA4"	0.00469744072579102	1.71398353470276	2.04275683790023e-13	1.18589919077536	5.38842875238936e-08	2.89988272547812
"CDC14A"	0.00437859420988987	-3.17278503278737	1.00509675289093e-17	-1.54397212602208	1.7123568431866e-06	-4.71675715880945
"RMND1"	-0.000112688969542398	-2.24436048486829	1.76738261230755e-15	-1.53741113805891	4.604757648887e-09	-3.7817716229272
"MME"	-0.000384581971790923	-0.615051179037495	0.0166551173640372	-5.10585700828591	1.22523571745795e-34	-5.72090818732341
"KCNQ4"	-0.00169865591114876	2.34560340962893	9.83952240239376e-21	1.62484059264679	2.21087985600598e-13	3.97044400227572
"NCALD"	-0.00195355627557557	-3.23748585705963	8.64778769807974e-22	-1.15625246642573	1.75919632859958e-05	-4.39373832348536
"FGGY"	-0.00250149346471821	0.988710338518044	6.41035527724647e-05	2.2839868471686	2.37578379895713e-15	3.27269718568665
"HIST2H2BE"	-0.00396183970444062	-1.55752195140774	2.69769117428368e-06	-2.72171701612207	2.13881582917037e-13	-4.27923896752981
"PCCA"	-0.00427914653173622	2.71740019573722	6.05309751845727e-31	2.50929086539483	2.38418317287335e-28	5.22669106113205
"SPG7"	-0.00544893723125075	1.38493319107276	8.56318160765271e-13	1.87207281841416	2.7479428050059e-18	3.25700600948692
"ACADSB"	-0.00656746554202554	2.19254086527221	5.50215431742972e-24	2.29957122066571	3.84310079278343e-25	4.49211208593793
"SLC2A3"	-0.00812053384387129	-0.715303068890427	0.00558485528205265	-3.06410687992915	1.77559418569318e-20	-3.77940994881958
"DUSP18"	-0.010975380095754	2.13862431807915	4.23465838005784e-33	2.59781964471637	2.48242393750024e-38	4.73644396279551
"ADSSL1"	-0.0116449564362013	3.62599691045996	3.77340549518349e-32	2.08979034633313	2.36701634297054e-17	5.71578725679309
"KLHL26"	-0.0137100365935818	2.35655208568994	3.29437651316788e-14	2.43697367315132	1.42235289473697e-14	4.79352575884126
"ELMOD2"	-0.0196065883355645	2.39131929908588	4.89980763511723e-18	2.69089732616902	2.53535995604101e-20	5.0822166252549
"EXTL3"	-0.0216439629293953	2.36581456476863	3.4698990757797e-24	1.46448533358879	1.06845432708988e-12	3.83029989835742
"BBS7"	-0.0227147618899545	-1.52595535851722	1.16225808979004e-17	-1.67462202711204	2.32597685549031e-19	-3.20057738562926
"PSMB9"	-0.0230929258147858	-2.50856482834296	1.09414047657639e-23	-1.18821269885589	6.44925159661414e-09	-3.69677752719885
"QPRT"	-0.0294107932009169	-1.62807806443684	6.47346043161197e-14	-1.87576003749181	2.48754181541015e-16	-3.50383810192865
"DTL"	-0.0303910973574082	-3.40185566356709	2.87745756821045e-34	-1.23228881474075	8.43630264557437e-11	-4.63414447830785
"GM28043"	-0.033514739741779	1.06208858937927	6.9315209758492e-10	2.98575227233137	9.26906257782642e-33	4.04784086171065
"ANAPC10"	-0.0347417385869249	1.97164126012524	2.59873055153381e-22	3.25364690934031	9.14600493725833e-34	5.22528816946555
"ACTN3"	-0.0407000992742752	6.13365003219122	2.81502628159704e-46	5.66029366836951	6.32815240602386e-43	11.7939437005607
"TADA2A"	-0.0409344831451939	1.33703556379822	4.53032859390826e-16	1.81658998068329	1.604499153077e-22	3.1536255444815
"TRPC1"	-0.0421305175677019	-2.68110253300969	4.39222996133162e-27	-2.12370669105284	1.43299684895245e-20	-4.80480922406253
"MINDY2"	-0.0446982245170308	2.36205839718276	1.92820704911187e-27	1.34905670762509	8.05775804841523e-15	3.71111510480785
"TRIM5"	-0.0489549129476601	-4.85199489485842	7.19978414066972e-50	-2.62533610417594	8.07708579872198e-30	-7.47733099903435
"CD55B"	-0.0508053541172555	-4.42130460522698	1.98367911500673e-22	-4.50111474053357	2.08560681040161e-22	-8.92241934576055
"HOXD8"	-0.0599195779431466	-3.00138465040492	2.58991976700642e-24	-1.55620926337689	1.81387887566184e-10	-4.5575939137818
"TTC5"	-0.0653771719577812	1.13393109285639	3.94784703012265e-09	1.92661541345583	7.34860175165725e-18	3.06054650631222
"SMC4"	-0.0661035262709188	0.857837945844472	0.00284315417347492	3.02803140102223	8.54276329470016e-18	3.8858693468667
"NT5C"	-0.0703621065780713	2.57463062830756	1.17225738451117e-44	2.29506524528066	3.9785024652614e-41	4.86969587358822
"UBE2T"	-0.0709619691223988	-2.77141701917166	1.23786891234429e-22	-2.33645622723926	3.81480451197937e-18	-5.10787324641092
"AABR07066830.1"	-0.0719436488155163	1.92574447714011	2.81015649687386e-18	1.48935648875354	2.34890007928553e-13	3.41510096589365
"SUPT3"	-0.0719436488155163	1.92574447714011	2.81015649687386e-18	1.48935648875354	2.34890007928553e-13	3.41510096589365
"SUPT3H"	-0.0719436488155163	1.92574447714011	2.81015649687386e-18	1.48935648875354	2.34890007928553e-13	3.41510096589365
"SERPINB2"	-0.0744776331388061	-6.40525963351054	2.12512745743599e-39	-1.63145610186869	6.88112420542423e-08	-8.03671573537923
"F2RL2"	-0.0786972111329089	-3.28929884820989	1.35740517832539e-19	-1.78215766892377	8.15124851248396e-09	-5.07145651713366
"PLK3"	-0.0807283104020341	4.05277788184254	6.46347543157663e-19	1.9809608072854	4.6324027544741e-07	6.03373868912795
"NSL1"	-0.0837564352150277	-2.04881060833466	3.60068862918795e-11	-3.55902309297185	1.17036365815913e-21	-5.60783370130651
"MYBL1"	-0.0840590271876061	-4.51412137055637	9.29900119578776e-36	-2.08271455092581	7.57377626511193e-16	-6.59683592148218
"DDX11"	-0.0850362267125223	-2.3192057680766	1.15555717358892e-29	-0.887826683891888	1.99166332916339e-09	-3.20703245196849
"DYNC1I1"	-0.0873518123903459	0.99119826244914	0.000243841240230055	2.75829215787972	2.75754975743957e-17	3.74949042032886
"MYOD1"	-0.0882448607370747	6.48560945670583	7.12500721758787e-45	2.34356756304178	5.32715578090774e-16	8.82917701974761
"IKBKG"	-0.0921094556989787	4.23398879798843	7.21336184486007e-16	1.28148431950447	4.8055629012916e-10	5.5154731174929
"DIXDC1"	-0.0938215196148521	-2.11349990192285	4.95667271957704e-28	-1.42728452942413	3.84984643510242e-18	-3.54078443134698
"RGD1565685"	-0.0957405538308696	1.6366206912656	7.40431049328751e-17	1.44811038422701	4.29646770078827e-14	3.08473107549261
"EGLN3"	-0.09870772915115	6.70357955508806	1.00596929198795e-29	1.09734093555067	0.00544895410648624	7.80092049063872
"FAT4"	-0.101807913713277	-1.16345188008816	0.000139162008098419	-1.81700146259488	2.14574216526546e-08	-2.98045334268304
"TRP53RKB"	-0.103649197561499	-1.37422094636341	1.26077940430046e-10	-1.5425164581205	3.3815664127441e-12	-2.91673740448391
"MDP1"	-0.106622846169591	1.62832720286461	9.74656178147578e-09	1.39246385761453	7.77966124228159e-07	3.02079106047914
"PYCARD"	-0.107127890674294	-3.44152810787712	5.75440963660358e-28	-2.63404989412294	6.99491416184382e-21	-6.07557800200006
"BTG3"	-0.108936416595108	3.92672967013498	2.18521097453021e-20	0.901035960047606	0.00698831933455523	4.82776563018259
"C1QTNF2"	-0.113158449513133	-4.12639298387549	3.89847979821555e-38	-1.6734028252468	5.0810888647014e-15	-5.79979580912228
"MAN1C1"	-0.113626723338638	2.47315505411025	3.21141401306221e-27	2.72896801380964	1.89029550889846e-29	5.20212306791989
"CCDC167"	-0.121592305539514	-1.7479082901118	1.04406336603564e-14	-1.92063921054612	2.97747338311273e-16	-3.66854750065792
"CCNJ"	-0.123654443769243	-1.47504819895134	4.19032626363049e-14	-1.62146552415164	1.39204807415024e-15	-3.09651372310298
"NEWGENE_1306399"	-0.123654443769243	-1.47504819895134	4.19032626363049e-14	-1.62146552415164	1.39204807415024e-15	-3.09651372310298
"RIN1"	-0.134292715928197	2.32069331738994	4.13993160571981e-27	1.86870342467552	2.61329459038808e-21	4.18939674206546
"LRRC49"	-0.135810727212794	-1.58215697116156	1.32615621458972e-07	-1.3142413348149	9.22871171667816e-06	-2.89639830597646
"MYOM3"	-0.139715576592699	2.95654354350872	4.43385859840846e-22	1.5652527833912	7.85548501284615e-10	4.52179632689992
"STAT4"	-0.142506097269469	-2.6758504322877	5.31097969814558e-30	-2.25668086166604	9.323339330685e-25	-4.93253129395375
"STK11"	-0.145139184875406	4.37726902079512	7.89698881273676e-48	1.80616073851182	7.55744402683714e-22	6.18342975930695
"NECAB3"	-0.160035223267119	-1.59300017419636	5.5522640786502e-17	-1.76329828952771	8.39315242863678e-19	-3.35629846372407
"CLEC2D2"	-0.163535758407942	-0.967356179153508	0.00646163089027518	-3.21835224552009	1.7728975489637e-14	-4.18570842467359
"CHST10"	-0.1682546104185	-2.66585294372642	5.97054255342406e-37	-2.89592764763577	6.91058335001774e-38	-5.56178059136219
"ZFP346"	-0.169599584302951	2.83472349711112	4.32671421564428e-35	2.25252611778672	1.06512246332857e-28	5.08724961489785
"ZNF346"	-0.169599584302951	2.83472349711112	4.32671421564428e-35	2.25252611778672	1.06512246332857e-28	5.08724961489785
"MELK"	-0.170895964878523	-2.43220482511891	1.66908462949968e-16	-1.25886354423536	1.52408487769355e-06	-3.69106836935427
"RAB3A"	-0.171036977409539	1.845338974049	3.02227440773874e-15	1.80114691341151	1.93810287993884e-14	3.6464858874605
"ARHGEF11"	-0.171208528536642	1.49416959727919	2.31112321558456e-13	1.37348711635425	9.2914770311527e-12	2.86765671363344
"DSCC1"	-0.180294440713815	-4.72416643789966	2.10204891941053e-30	-1.45128248891635	3.34576973164225e-07	-6.17544892681601
"TRIP13"	-0.181419935712961	-3.11587376177412	9.87042823032987e-31	-1.60768969771002	1.0085892659612e-14	-4.72356345948414
